Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	Intron_Div_Flanking_Exons	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1
ENSMUST00000032130.7_intron_2_0_chr6_87636977_r	930.30956	4915	189.2796663	23843.99996	171	139438.5963	0.001357441	ENSMUSG00000030051	ENSMUST00000032130.7	7	chr6	87672193	87629748	42445	minus	87641890	87636975	4915	14	0	1	0	1	NA	NA	14	1	0	0	1	0
ENSMUST00000032130.7_intron_3_0_chr6_87642016_r	1315.499933	4000	328.8749833	49861	462	107924.2424	0.003047276	ENSMUSG00000030051	ENSMUST00000032130.7	6	chr6	87672193	87629748	42445	minus	87646014	87642014	4000	15	0	1	0	1	NA	NA	15	1	0	0	1	0
ENSMUST00000032130.7_intron_4_0_chr6_87646352_r	1711.53291	7358	232.6084412	44361	521	85145.87332	0.002731882	ENSMUSG00000030051	ENSMUST00000032130.7	5	chr6	87672193	87629748	42445	minus	87653708	87646350	7358	16	0	1	0	1	NA	NA	16	1	3	0.157894737	0	0
ENSMUST00000032130.7_intron_5_0_chr6_87653893_r	2464.81906	4542	542.6726244	23633.5	316	74789.55696	0.007255995	ENSMUSG00000030051	ENSMUST00000032130.7	4	chr6	87672193	87629748	42445	minus	87658433	87653891	4542	20	2	1	0	0.909090909	NA	NA	22	1	2	0.090909091	0	0
ENSMUST00000032130.7_intron_6_0_chr6_87658566_r	230	277	830.3249097	25697	279	92103.94265	0.009015085	ENSMUSG00000030051	ENSMUST00000032130.7	3	chr6	87672193	87629748	42445	minus	87658841	87658564	277	16	4	0	0	0.8	NA	NA	20	0	0	0	1	0
ENSMUST00000032130.7_intron_7_0_chr6_87658989_r	1174.83336	4698	250.0709579	33462	319	104896.5517	0.002383977	ENSMUSG00000030051	ENSMUST00000032130.7	2	chr6	87672193	87629748	42445	minus	87663685	87658987	4698	12	3	0	0	0.8	NA	NA	15	0	0	0	1	0
ENSMUST00000032130.7_intron_8_0_chr6_87663858_r	2109.595201	4560	462.6305265	25640.0004	243	105514.4049	0.004384525	ENSMUSG00000030051	ENSMUST00000032130.7	1	chr6	87672193	87629748	42445	minus	87668416	87663856	4560	11	0	0	0	1	NA	NA	11	0	0	0	1	0
ENSMUST00000032138.14_intron_0_0_chr6_87844157_r	36774.53	967	38029.50362	5760282.27	1742	3306706.24	0.01150072	ENSMUSG00000030057	ENSMUST00000032138.14	3	chr6	87851106	87842614	8492	minus	87845122	87844155	967	48	5	19	0	0.905660377	1	0.142957954	53	19	2	0.04	0	0
ENSMUST00000032138.14_intron_1_0_chr6_87845324_r	20658.823	143	144467.2937	2479088.297	293	8461052.208	0.017074389	ENSMUSG00000030057	ENSMUST00000032138.14	2	chr6	87851106	87842614	8492	minus	87845465	87845322	143	12	7	9	12	0.631578947	0.428571429	-0.559427408	19	21	1	0.076923077	0	0
ENSMUST00000032138.14_intron_2_0_chr6_87845558_r	26784.17	100	267841.7	1853203.93	229	8092593.581	0.03309714	ENSMUSG00000030057	ENSMUST00000032138.14	1	chr6	87851106	87842614	8492	minus	87845656	87845556	100	51	6	36	0	0.894736842	1	0.160464672	57	36	0	0	1	0
ENSMUST00000032168.6_intron_7_0_chr6_88514445_r	10490.625	901	11643.31299	342921	209	1640770.335	0.007096248	ENSMUSG00000030082	ENSMUST00000032168.6	3	chr6	88518905	88503578	15327	minus	88515344	88514443	901	10	2	9	0	0.833333333	1	0.263034406	12	9	1	0.090909091	0	0
ENSMUST00000032168.6_intron_8_0_chr6_88515423_r	8203.4	83	98836.14458	326062	143	2280153.846	0.043346261	ENSMUSG00000030082	ENSMUST00000032168.6	2	chr6	88518905	88503578	15327	minus	88515504	88515421	83	13	1	11	0	0.928571429	1	0.106915203	14	11	0	0	1	0
ENSMUST00000032169.7_intron_5_0_chr6_88838962_r	880.7616	225	3914.496	3042.5003	161	18897.51739	0.2071434	ENSMUSG00000030083	ENSMUST00000032169.7	4	chr6	88841900	88835913	5987	minus	88839185	88838960	225	6	5	5	2	0.545454545	0.714285714	0.389042292	11	7	0	0	1	0
ENSMUST00000032169.7_intron_6_0_chr6_88839231_r	75	102	735.2941176	6283.15	204	30799.7549	0.023873376	ENSMUSG00000030083	ENSMUST00000032169.7	3	chr6	88841900	88835913	5987	minus	88839331	88839229	102	10	4	8	0	0.714285714	1	0.485426828	14	8	2	0.166666667	0	0
ENSMUST00000032169.7_intron_7_0_chr6_88839491_r	231	138	1673.913043	10606.6504	303	35005.44686	0.047818645	ENSMUSG00000030083	ENSMUST00000032169.7	2	chr6	88841900	88835913	5987	minus	88839627	88839489	138	12	4	6	2	0.75	0.75	0	16	8	0	0	1	0
ENSMUST00000032169.7_intron_8_0_chr6_88839772_r	212.58333	940	226.1524787	7288	199	36623.11558	0.006175129	ENSMUSG00000030083	ENSMUST00000032169.7	1	chr6	88841900	88835913	5987	minus	88840710	88839770	940	10	2	5	3	0.833333333	0.625	-0.415037499	12	8	0	0	1	0
ENSMUST00000032194.10_intron_2_0_chr6_108661613_f	651.49997	910	715.934033	25307.50007	230	110032.609	0.006506562	ENSMUSG00000030103	ENSMUST00000032194.10	2	chr6	108660628	108666925	6297	plus	108661611	108662521	910	10	1	1	0	0.909090909	NA	NA	11	1	1	0.090909091	0	0
ENSMUST00000032194.10_intron_3_0_chr6_108662645_f	1426.52439	1836	776.9740686	207630.6	2569	80821.56482	0.00961345	ENSMUSG00000030103	ENSMUST00000032194.10	3	chr6	108660628	108666925	6297	plus	108662643	108664479	1836	12	0	1	0	1	NA	NA	12	1	0	0	1	0
ENSMUST00000032322.14_intron_11_0_chr6_134479836_r	248.5	542	458.4870849	53789.387	510	105469.3863	0.004347111	ENSMUSG00000030201	ENSMUST00000032322.14	9	chr6	134566913	134446475	120438	minus	134480376	134479834	542	8	2	5	0	0.8	1	0.321928095	10	5	0	0	1	0
ENSMUST00000032322.14_intron_13_0_chr6_134484441_r	535.64286	1205	444.5168963	47634.5	515	92494.17476	0.004805891	ENSMUSG00000030201	ENSMUST00000032322.14	7	chr6	134566913	134446475	120438	minus	134485644	134484439	1205	8	2	3	0	0.8	NA	NA	10	3	1	0.111111111	0	0
ENSMUST00000032326.10_intron_1_0_chr6_135012396_f	2370.6	2801	846.3405926	212158	281	755010.6762	0.001120965	ENSMUSG00000030204	ENSMUST00000032326.10	1	chr6	135011611	135023776	12165	plus	135012394	135015195	2801	25	0	23	0	1	1	0	25	23	0	0	1	0
ENSMUST00000032326.10_intron_2_0_chr6_135015384_f	1662.5	194	8569.587629	169849.5	259	655789.5753	0.013067587	ENSMUSG00000030204	ENSMUST00000032326.10	2	chr6	135011611	135023776	12165	plus	135015382	135015576	194	22	2	20	6	0.916666667	0.769230769	-0.252980742	24	26	0	0	1	0
ENSMUST00000032326.10_intron_3_0_chr6_135015648_f	1813	176	10301.13636	92084.5	189	487219.5767	0.021142698	ENSMUSG00000030204	ENSMUST00000032326.10	3	chr6	135011611	135023776	12165	plus	135015646	135015822	176	18	3	15	10	0.857142857	0.6	-0.514573173	21	25	2	0.1	0	0
ENSMUST00000032326.10_intron_4_0_chr6_135015941_f	3295	643	5124.416796	94038.84	189	497560	0.010299093	ENSMUSG00000030204	ENSMUST00000032326.10	4	chr6	135011611	135023776	12165	plus	135015939	135016582	643	13	5	18	6	0.722222222	0.75	0.054447784	18	24	4	0.235294118	0	0
ENSMUST00000032326.10_intron_5_0_chr6_135016654_f	1820.25	469	3881.130064	96453.09	187	515791.9251	0.007524604	ENSMUSG00000030204	ENSMUST00000032326.10	5	chr6	135011611	135023776	12165	plus	135016652	135017121	469	16	0	19	1	1	0.95	-0.074000581	16	20	0	0	1	0
ENSMUST00000032326.10_intron_6_0_chr6_135017238_f	7878.1667	815	9666.462209	130234	262	497076.3359	0.019446635	ENSMUSG00000030204	ENSMUST00000032326.10	6	chr6	135011611	135023776	12165	plus	135017236	135018051	815	11	0	10	2	1	0.833333333	-0.263034406	11	12	2	0.153846154	0	0
ENSMUST00000032326.10_intron_7_0_chr6_135018198_f	3969.6429	778	5102.368766	140950.14	283	498057.0318	0.010244547	ENSMUSG00000030204	ENSMUST00000032326.10	7	chr6	135011611	135023776	12165	plus	135018196	135018974	778	6	5	9	4	0.545454545	0.692307692	0.343954402	11	13	0	0	1	0
ENSMUST00000032335.12_intron_1_0_chr6_136561440_f	1239.16668	2322	533.6635142	123513.04	1752	70498.31048	0.007569877	ENSMUSG00000030213	ENSMUST00000032335.12	1	chr6	136518801	136610862	92061	plus	136561438	136563760	2322	29	0	10	0	1	1	0	29	10	2	0.064516129	0	0
ENSMUST00000032335.12_intron_2_0_chr6_136563838_f	943.9	1181	799.237934	8611	222	38788.28829	0.020605135	ENSMUSG00000030213	ENSMUST00000032335.12	2	chr6	136518801	136610862	92061	plus	136563836	136565017	1181	23	5	12	0	0.821428571	1	0.283792967	28	12	0	0	1	0
ENSMUST00000032335.12_intron_3_0_chr6_136565163_f	428.16667	1487	287.939926	12571	282	44578.01418	0.006459236	ENSMUSG00000030213	ENSMUST00000032335.12	3	chr6	136518801	136610862	92061	plus	136565161	136566648	1487	27	2	11	1	0.931034483	0.916666667	-0.022437389	29	12	1	0.035714286	0	0
ENSMUST00000032335.12_intron_4_0_chr6_136566786_f	1620.0381	4689	345.4975688	8053.5	202	39868.81188	0.008665861	ENSMUSG00000030213	ENSMUST00000032335.12	4	chr6	136518801	136610862	92061	plus	136566784	136571473	4689	19	1	9	0	0.95	1	0.074000581	20	9	5	0.208333333	0	0
ENSMUST00000032335.12_intron_7_0_chr6_136582467_f	1036.7222	4580	226.358559	13600.5	726	18733.47107	0.012083108	ENSMUSG00000030213	ENSMUST00000032335.12	7	chr6	136518801	136610862	92061	plus	136582465	136587045	4580	7	4	2	0	0.636363636	NA	NA	11	2	0	0	1	0
ENSMUST00000032398.14_intron_1_0_chr6_113047705_f	6143.6358	1636	3755.278606	209563.98	366	572579.1803	0.006558532	ENSMUSG00000030264	ENSMUST00000032398.14	1	chr6	113046224	113068273	22049	plus	113047703	113049339	1636	10	2	4	1	0.833333333	0.8	-0.058893688	12	5	0	0	1	0
ENSMUST00000032398.14_intron_2_0_chr6_113049417_f	11938.01666	6224	1918.061803	286096.5	553	517353.5262	0.003707449	ENSMUSG00000030264	ENSMUST00000032398.14	2	chr6	113046224	113068273	22049	plus	113049415	113055639	6224	8	3	3	0	0.727272727	NA	NA	11	3	2	0.2	0	0
ENSMUST00000032398.14_intron_3_0_chr6_113056116_f	8798.47327	3841	2290.672551	328513.004	606	542100.6666	0.004225548	ENSMUSG00000030264	ENSMUST00000032398.14	3	chr6	113046224	113068273	22049	plus	113056114	113059955	3841	8	2	3	0	0.8	NA	NA	10	3	2	0.2	0	0
ENSMUST00000032440.5_intron_4_0_chr6_113734680_r	4239.5	379	11186.01583	452620.18	284	1593733.028	0.007018751	ENSMUSG00000030298	ENSMUST00000032440.5	3	chr6	113740743	113728061	12682	minus	113735057	113734678	379	10	2	14	0	0.833333333	1	0.263034406	12	14	0	0	1	0
ENSMUST00000032440.5_intron_5_0_chr6_113735209_r	8200.7165	1165	7039.241631	483285.49	266	1816862.744	0.003874394	ENSMUSG00000030298	ENSMUST00000032440.5	2	chr6	113740743	113728061	12682	minus	113736372	113735207	1165	13	2	17	0	0.866666667	1	0.206450877	15	17	0	0	1	0
ENSMUST00000032440.5_intron_6_0_chr6_113736488_r	12864.77	1468	8763.467302	320036.43	159	2012807.736	0.004353852	ENSMUSG00000030298	ENSMUST00000032440.5	1	chr6	113740743	113728061	12682	minus	113737954	113736486	1468	13	2	15	2	0.866666667	0.882352941	0.025878631	15	17	0	0	1	0
ENSMUST00000032477.5_intron_1_0_chr6_122880514_f	524.5	146	3592.465753	24904	204	122078.4314	0.029427522	ENSMUSG00000030327	ENSMUST00000032477.5	1	chr6	122874473	122888941	14468	plus	122880512	122880658	146	12	2	13	0	0.857142857	1	0.222392422	14	13	1	0.076923077	0	0
ENSMUST00000032477.5_intron_4_0_chr6_122882377_f	419.44442	439	955.4542597	22937	291	78821.30584	0.012121777	ENSMUSG00000030327	ENSMUST00000032477.5	4	chr6	122874473	122888941	14468	plus	122882375	122882814	439	10	2	9	2	0.833333333	0.818181818	-0.026472211	12	11	0	0	1	0
ENSMUST00000032597.11_intron_2_0_chr7_4793627_f	57058.9673	439	129974.8686	3663172.102	241	15199884.24	0.008551043	ENSMUSG00000030432	ENSMUST00000032597.11	2	chr7	4792873	4795066	2193	plus	4793625	4794064	439	25	0	4	4	1	0.5	-1	25	8	0	0	1	0
ENSMUST00000032597.11_intron_3_0_chr7_4794183_f	52278.867	237	220585.9367	3204955.376	766	4184014.851	0.052721117	ENSMUSG00000030432	ENSMUST00000032597.11	3	chr7	4792873	4795066	2193	plus	4794181	4794418	237	26	0	4	2	1	0.666666667	-0.584962501	26	6	0	0	1	0
ENSMUST00000032726.13_intron_1_0_chr7_65695328_f	1608.333404	2370	678.6216895	142872.49	358	399085.1675	0.001700443	ENSMUSG00000078681	ENSMUST00000032726.13	1	chr7	65693407	65701902	8495	plus	65695326	65697696	2370	11	0	2	0	1	NA	NA	11	2	1	0.083333333	0	0
ENSMUST00000032824.9_intron_2_0_chr7_28042508_r	9654	144	67041.66667	382488.6	244	1567576.23	0.042767723	ENSMUSG00000030603	ENSMUST00000032824.9	7	chr7	28050101	28041706	8395	minus	28042650	28042506	144	6	13	8	16	0.315789474	0.333333333	0.078002511	19	24	1	0.142857143	0	0
ENSMUST00000032824.9_intron_3_0_chr7_28042727_r	5701	84	67869.04762	445606.7	243	1833772.428	0.037010616	ENSMUSG00000030603	ENSMUST00000032824.9	6	chr7	28050101	28041706	8395	minus	28042809	28042725	84	11	2	19	4	0.846153846	0.826086957	-0.034626343	13	23	1	0.083333333	0	0
ENSMUST00000032824.9_intron_4_0_chr7_28042977_r	13996.7336	4011	3489.587036	512652.1	260	1971738.846	0.001769802	ENSMUSG00000030603	ENSMUST00000032824.9	5	chr7	28050101	28041706	8395	minus	28046986	28042975	4011	11	0	21	2	1	0.913043478	-0.131244533	11	23	0	0	1	0
ENSMUST00000032824.9_intron_5_0_chr7_28047080_r	7245.83	95	76271.89474	481360.02	202	2382970.396	0.032007068	ENSMUSG00000030603	ENSMUST00000032824.9	4	chr7	28050101	28041706	8395	minus	28047173	28047078	95	14	0	23	0	1	1	0	14	23	1	0.066666667	0	0
ENSMUST00000032824.9_intron_6_0_chr7_28047283_r	7232.99645	85	85094.07588	642192.7168	255	2518402.811	0.033788906	ENSMUSG00000030603	ENSMUST00000032824.9	3	chr7	28050101	28041706	8395	minus	28047366	28047281	85	17	0	23	0	1	1	0	17	23	0	0	1	0
ENSMUST00000032824.9_intron_7_0_chr7_28047513_r	8556.75	1282	6674.531981	734393.3999	332	2212028.313	0.003017381	ENSMUSG00000030603	ENSMUST00000032824.9	2	chr7	28050101	28041706	8395	minus	28048793	28047511	1282	21	1	26	0	0.954545455	1	0.067114195	22	26	0	0	1	0
ENSMUST00000032824.9_intron_8_0_chr7_28048980_r	5985	126	47500	542163.37	284	1909025.951	0.024881799	ENSMUSG00000030603	ENSMUST00000032824.9	1	chr7	28050101	28041706	8395	minus	28049104	28048978	126	29	0	28	5	1	0.848484848	-0.237039197	29	33	0	0	1	0
ENSMUST00000032841.6_intron_1_0_chr7_78780612_r	2268.03572	790	2870.931291	233323.57	359	649926.3789	0.004417318	ENSMUSG00000030612	ENSMUST00000032841.6	1	chr7	78783089	78775235	7854	minus	78781400	78780610	790	12	2	3	0	0.857142857	NA	NA	14	3	1	0.076923077	0	0
ENSMUST00000032888.9_intron_0_0_chr7_118120411_r	1675	752	2227.393617	585828.76	1603	365457.7417	0.006094805	ENSMUSG00000030654	ENSMUST00000032888.9	4	chr7	118129662	118118890	10772	minus	118121161	118120409	752	13	2	22	1	0.866666667	0.956521739	0.142320539	15	23	0	0	1	0
ENSMUST00000032888.9_intron_1_0_chr7_118121246_r	1856.7	682	2722.434018	94338.5	201	469345.7711	0.005800487	ENSMUSG00000030654	ENSMUST00000032888.9	3	chr7	118129662	118118890	10772	minus	118121926	118121244	682	16	0	21	0	1	1	0	16	21	1	0.058823529	0	0
ENSMUST00000032888.9_intron_2_0_chr7_118122044_r	26565.0013	4354	6101.286472	217097.1994	236	919903.3873	0.00663253	ENSMUSG00000030654	ENSMUST00000032888.9	2	chr7	118129662	118118890	10772	minus	118126396	118122042	4354	17	0	23	0	1	1	0	17	23	1	0.055555556	0	0
ENSMUST00000032888.9_intron_3_0_chr7_118126516_r	7298.16	620	11771.22581	437674.26	252	1736802.619	0.006777527	ENSMUSG00000030654	ENSMUST00000032888.9	1	chr7	118129662	118118890	10772	minus	118127134	118126514	620	23	0	26	0	1	1	0	23	26	2	0.08	0	0
ENSMUST00000032898.8_intron_1_0_chr14_120917437_f	8693.6	2488	3494.212219	418046.2	272	1536934.559	0.002273494	ENSMUSG00000030662	ENSMUST00000032898.8	1	chr14	120911223	120947999	36776	plus	120917435	120919923	2488	12	0	6	0	1	1	0	12	6	0	0	1	0
ENSMUST00000032898.8_intron_2_0_chr14_120920116_f	6335.8357	2012	3149.023708	405112.5	294	1377933.673	0.002285323	ENSMUSG00000030662	ENSMUST00000032898.8	2	chr14	120911223	120947999	36776	plus	120920114	120922126	2012	11	0	5	0	1	1	0	11	5	0	0	1	0
ENSMUST00000032899.11_intron_1_0_chr7_116099524_f	5244.1588	2422	2165.218332	198378.13	143	1387259.65	0.001560788	ENSMUSG00000030663	ENSMUST00000032899.11	1	chr7	116093300	116105210	11910	plus	116099522	116101944	2422	19	1	11	1	0.95	0.916666667	-0.051530301	20	12	2	0.095238095	0	0
ENSMUST00000032899.11_intron_2_0_chr7_116102005_f	5867.5	1208	4857.201987	290243.6	169	1717417.751	0.002828201	ENSMUSG00000030663	ENSMUST00000032899.11	2	chr7	116093300	116105210	11910	plus	116102003	116103211	1208	18	0	12	0	1	1	0	18	12	2	0.1	0	0
ENSMUST00000032899.11_intron_3_0_chr7_116103321_f	6283.14279	893	7035.994166	1033997.1	1107	934053.3876	0.007532754	ENSMUSG00000030663	ENSMUST00000032899.11	3	chr7	116093300	116105210	11910	plus	116103319	116104212	893	18	0	11	0	1	1	0	18	11	0	0	1	0
ENSMUST00000032992.6_intron_10_0_chr7_126557826_r	9889.5	811	12194.20469	477794.2	244	1958172.951	0.006227338	ENSMUSG00000030738	ENSMUST00000032992.6	9	chr7	126566411	126546454	19957	minus	126558635	126557824	811	6	4	14	0	0.6	1	0.736965594	10	14	1	0.142857143	0	0
ENSMUST00000032992.6_intron_11_0_chr7_126558739_r	7898.01	116	68086.2931	539620.12	262	2059618.779	0.033057716	ENSMUSG00000030738	ENSMUST00000032992.6	8	chr7	126566411	126546454	19957	minus	126558853	126558737	116	9	4	13	0	0.692307692	1	0.530514717	13	13	0	0	1	0
ENSMUST00000032992.6_intron_12_0_chr7_126559013_r	8519.36563	3555	2396.446028	452180.3	283	1597810.247	0.001499831	ENSMUSG00000030738	ENSMUST00000032992.6	7	chr7	126566411	126546454	19957	minus	126562566	126559011	3555	10	2	13	0	0.833333333	1	0.263034406	12	13	0	0	1	0
ENSMUST00000032992.6_intron_14_0_chr7_126563111_r	4254.49	134	31749.92537	192243.23	160	1201520.188	0.026424796	ENSMUSG00000030738	ENSMUST00000032992.6	5	chr7	126566411	126546454	19957	minus	126563243	126563109	134	10	2	15	0	0.833333333	1	0.263034406	12	15	0	0	1	0
ENSMUST00000032992.6_intron_15_0_chr7_126563298_r	5957.2	331	17997.58308	262943.53	179	1468958.268	0.012251936	ENSMUSG00000030738	ENSMUST00000032992.6	4	chr7	126566411	126546454	19957	minus	126563627	126563296	331	12	2	17	2	0.857142857	0.894736842	0.061927749	14	19	1	0.076923077	0	0
ENSMUST00000032992.6_intron_16_0_chr7_126563753_r	28397.156	665	42702.49023	589758.0853	314	1878210.463	0.022735732	ENSMUSG00000030738	ENSMUST00000032992.6	3	chr7	126566411	126546454	19957	minus	126564416	126563751	665	14	0	20	0	1	1	0	14	20	1	0.066666667	0	0
ENSMUST00000032992.6_intron_17_0_chr7_126564606_r	8790	99	88787.87879	557940.68	254	2196616.85	0.040420285	ENSMUSG00000030738	ENSMUST00000032992.6	2	chr7	126566411	126546454	19957	minus	126564703	126564604	99	17	1	25	5	0.944444444	0.833333333	-0.180572245	18	30	0	0	1	0
ENSMUST00000032998.12_intron_0_0_chr7_99478952_r	44337.18	324	136843.1481	4608305.89	1251	3683697.753	0.037148311	ENSMUSG00000030744	ENSMUST00000032998.12	5	chr7	99483738	99477895	5843	minus	99479274	99478950	324	204	10	46	4	0.953271028	0.92	-0.051252589	214	50	6	0.028571429	0	0
ENSMUST00000032998.12_intron_1_0_chr7_99479471_r	828710.19	407	2036142.973	9563242.81	383	24969302.38	0.081545849	ENSMUSG00000030744	ENSMUST00000032998.12	4	chr7	99483738	99477895	5843	minus	99479876	99479469	407	272	13	80	7	0.954385965	0.91954023	-0.053660133	285	87	1	0.003663004	0	0
ENSMUST00000032998.12_intron_2_0_chr7_99480064_r	111808.032	1635	68384.11743	6947749.636	281	24725087.67	0.002765779	ENSMUSG00000030744	ENSMUST00000032998.12	3	chr7	99483738	99477895	5843	minus	99481697	99480062	1635	301	6	89	16	0.980456026	0.847619048	-0.210036918	307	105	1	0.003311258	0	0
ENSMUST00000032998.12_intron_3_0_chr7_99481792_r	53135.167	471	112813.518	3238456.733	187	17317950.44	0.006514253	ENSMUSG00000030744	ENSMUST00000032998.12	2	chr7	99483738	99477895	5843	minus	99482261	99481790	471	309	6	103	4	0.980952381	0.962616822	-0.027221469	315	107	8	0.025236593	0	0
ENSMUST00000032998.12_intron_4_0_chr7_99482355_r	58836.5318	217	271136.0912	4080792.168	223	18299516.45	0.014816571	ENSMUSG00000030744	ENSMUST00000032998.12	1	chr7	99483738	99477895	5843	minus	99482570	99482353	217	302	10	98	3	0.967948718	0.97029703	0.003495841	312	101	1	0.00330033	0	0
ENSMUST00000033008.9_intron_0_0_chr7_114264957_r	10521	1479	7113.590264	696022.3	460	1513091.957	0.00470136	ENSMUSG00000030751	ENSMUST00000033008.9	8	chr7	114276118	114264605	11513	minus	114266434	114264955	1479	10	1	2	2	0.909090909	NA	NA	11	4	0	0	1	0
ENSMUST00000033008.9_intron_1_0_chr7_114266545_r	6237.5	578	10791.52249	398126.3	189	2106488.36	0.005122992	ENSMUSG00000030751	ENSMUST00000033008.9	7	chr7	114276118	114264605	11513	minus	114267121	114266543	578	13	0	3	0	1	NA	NA	13	3	0	0	1	0
ENSMUST00000033008.9_intron_2_0_chr7_114267201_r	12380.7395	2522	4909.095757	533018.1101	208	2562587.068	0.00191568	ENSMUSG00000030751	ENSMUST00000033008.9	6	chr7	114276118	114264605	11513	minus	114269721	114267199	2522	14	0	2	0	1	NA	NA	14	2	1	0.066666667	0	0
ENSMUST00000033008.9_intron_3_0_chr7_114269851_r	12931.66	484	26718.30579	572459.44	199	2876680.603	0.009287894	ENSMUSG00000030751	ENSMUST00000033008.9	5	chr7	114276118	114264605	11513	minus	114270333	114269849	484	20	1	5	0	0.952380952	1	0.070389328	21	5	0	0	1	0
ENSMUST00000033008.9_intron_4_0_chr7_114270404_r	7419.25	652	11379.21779	501096.7	158	3171498.101	0.003587963	ENSMUSG00000030751	ENSMUST00000033008.9	4	chr7	114276118	114264605	11513	minus	114271054	114270402	652	20	0	5	0	1	1	0	20	5	4	0.166666667	0	0
ENSMUST00000033008.9_intron_5_0_chr7_114271143_r	7705.3333	2671	2884.812168	506929	191	2654078.534	0.001086935	ENSMUSG00000030751	ENSMUST00000033008.9	3	chr7	114276118	114264605	11513	minus	114273812	114271141	2671	25	1	10	0	0.961538462	1	0.056583528	26	10	0	0	1	0
ENSMUST00000033008.9_intron_6_0_chr7_114273916_r	9999	112	89276.78571	647234.39	204	3172717.598	0.028138901	ENSMUSG00000030751	ENSMUST00000033008.9	2	chr7	114276118	114264605	11513	minus	114274026	114273914	112	35	0	14	0	1	1	0	35	14	1	0.027777778	0	0
ENSMUST00000033008.9_intron_7_0_chr7_114274128_r	11948.4966	290	41201.71241	575633.8034	145	3969888.299	0.010378557	ENSMUSG00000030751	ENSMUST00000033008.9	1	chr7	114276118	114264605	11513	minus	114274416	114274126	290	33	0	15	2	1	0.882352941	-0.180572246	33	17	0	0	1	0
ENSMUST00000033018.14_intron_2_0_chr7_113539467_f	1102.5	1071	1029.411765	103695.5	368	281781.25	0.00365323	ENSMUSG00000030759	ENSMUST00000033018.14	2	chr7	113513833	113571511	57678	plus	113539465	113540536	1071	50	0	16	0	1	1	0	50	16	1	0.019607843	0	0
ENSMUST00000033018.14_intron_3_0_chr7_113540712_f	2440.9333	6692	364.7539301	95199.5	354	268925.1412	0.00135634	ENSMUSG00000030759	ENSMUST00000033018.14	3	chr7	113513833	113571511	57678	plus	113540710	113547402	6692	51	0	15	0	1	1	0	51	15	1	0.019230769	0	0
ENSMUST00000033018.14_intron_4_0_chr7_113547582_f	2279.91666	2386	955.539254	144681.4	356	406408.427	0.00235118	ENSMUSG00000030759	ENSMUST00000033018.14	4	chr7	113513833	113571511	57678	plus	113547580	113549966	2386	42	0	13	0	1	1	0	42	13	1	0.023255814	0	0
