chr	start	end	txname	score	strand	geneid	type
chr13	12461047	12461047	ENSMUST00000152478.1	304	-	ENSMUSG00000057554.13	processed_transcript
chr13	12258095	12258095	ENSMUST00000099856.5	3608	-	ENSMUSG00000021311.9	protein_coding
chr13	9765321	9765321	ENSMUST00000152725.7	459	-	ENSMUSG00000021156.17	protein_coding
chr13	9765314	9765314	ENSMUST00000110636.8	467	-	ENSMUSG00000021156.17	protein_coding
chr13	9765160	9765160	ENSMUST00000062658.14	931	-	ENSMUSG00000021156.17	protein_coding
chr13	9764937	9764937	ENSMUST00000128658.7	1253	-	ENSMUSG00000021156.17	protein_coding
chr13	9764454	9764454	ENSMUST00000146039.1	1992	-	ENSMUSG00000021156.17	protein_coding
chr13	8996083	8996083	ENSMUST00000222098.1	3760	-	ENSMUSG00000021149.8	protein_coding
chr13	8871044	8871044	ENSMUST00000021572.10	2239	-	ENSMUSG00000021147.17	protein_coding
chr13	8871023	8871023	ENSMUST00000176922.7	2491	-	ENSMUSG00000021147.17	protein_coding
chr13	8871007	8871007	ENSMUST00000177404.1	2667	-	ENSMUSG00000021147.17	protein_coding
chr13	8870979	8870979	ENSMUST00000164183.8	2744	-	ENSMUSG00000021147.17	protein_coding
chr13	6648777	6648777	ENSMUST00000138703.7	6001	-	ENSMUSG00000021196.14	protein_coding
chr13	6648725	6648725	ENSMUST00000021614.13	6429	-	ENSMUSG00000021196.14	protein_coding
chr13	6636650	6636650	ENSMUST00000136585.1	162	-	ENSMUSG00000021196.14	protein_coding
chr13	6587095	6587095	ENSMUST00000142972.1	154	-	ENSMUSG00000021196.14	protein_coding
chr13	4609174	4609174	ENSMUST00000091848.6	1501	-	ENSMUSG00000045410.18	protein_coding
chr13	4609174	4609174	ENSMUST00000110691.9	1501	-	ENSMUSG00000045410.18	protein_coding
chr13	4609134	4609134	ENSMUST00000131982.1	1575	-	ENSMUSG00000045410.18	processed_transcript
chr13	4609118	4609118	ENSMUST00000220936.1	1590	-	ENSMUSG00000045410.18	processed_transcript
chr13	3918220	3918220	ENSMUST00000091853.11	673	-	ENSMUSG00000021215.15	protein_coding
chr13	3918178	3918178	ENSMUST00000223258.1	761	-	ENSMUSG00000021215.15	protein_coding
chr13	3893578	3893578	ENSMUST00000099946.5	8038	-	ENSMUSG00000021215.15	protein_coding
chr13	3893433	3893433	ENSMUST00000222504.1	8410	-	ENSMUSG00000021215.15	protein_coding
chr13	3611108	3611108	ENSMUST00000096069.4	2213	-	ENSMUSG00000033799.10	protein_coding
chr14	122983283	122983283	ENSMUST00000037726.13	1058	-	ENSMUSG00000041594.18	protein_coding
chr14	122983169	122983169	ENSMUST00000153496.1	1498	-	ENSMUSG00000041594.18	processed_transcript
chr14	122983142	122983142	ENSMUST00000148661.1	1471	-	ENSMUSG00000041594.18	protein_coding
chr14	122913162	122913162	ENSMUST00000038075.11	1497	-	ENSMUSG00000041625.15	protein_coding
chr14	122913148	122913148	ENSMUST00000161322.2	1510	-	ENSMUSG00000041625.15	protein_coding
chr14	122913120	122913120	ENSMUST00000110679.8	1531	-	ENSMUSG00000041625.15	protein_coding
chr14	122913085	122913085	ENSMUST00000162164.1	1515	-	ENSMUSG00000041625.15	protein_coding
chr14	121797837	121797837	ENSMUST00000100299.10	1272	-	ENSMUSG00000025558.17	protein_coding
chr14	121380011	121380011	ENSMUST00000227917.1	587	-	ENSMUSG00000063410.8	processed_transcript
chr14	121379334	121379334	ENSMUST00000079817.7	2318	-	ENSMUSG00000063410.8	protein_coding
chr14	121359868	121359868	ENSMUST00000226161.1	153	-	ENSMUSG00000063410.8	processed_transcript
chr14	121303475	121303475	ENSMUST00000227273.1	125	-	ENSMUSG00000063410.8	processed_transcript
chr14	119007556	119007556	ENSMUST00000154130.1	126	-	ENSMUSG00000042104.18	processed_transcript
chr14	118925460	118925460	ENSMUST00000226919.1	1308	-	ENSMUSG00000042156.16	processed_transcript
chr14	118925387	118925387	ENSMUST00000004055.9	1326	-	ENSMUSG00000042156.16	protein_coding
chr14	118706219	118706219	ENSMUST00000166646.1	784	-	ENSMUSG00000032849.14	protein_coding
chr14	118706205	118706205	ENSMUST00000036554.13	815	-	ENSMUSG00000032849.14	protein_coding
chr14	118132755	118132755	ENSMUST00000228543.1	1067	-	ENSMUSG00000022130.10	protein_coding
chr14	118132747	118132747	ENSMUST00000022727.9	1073	-	ENSMUSG00000022130.10	protein_coding
chr14	105177323	105177323	ENSMUST00000100327.9	1566	-	ENSMUSG00000022119.15	protein_coding
chr14	105177264	105177264	ENSMUST00000163499.1	1684	-	ENSMUSG00000022119.15	protein_coding
chr14	104522645	104522645	ENSMUST00000227640.1	1408	-	ENSMUSG00000022120.4	protein_coding
chr14	104522633	104522633	ENSMUST00000228448.1	1465	-	ENSMUSG00000022120.4	protein_coding
chr14	104522632	104522632	ENSMUST00000022716.3	1465	-	ENSMUSG00000022120.4	protein_coding
chr14	104467999	104467999	ENSMUST00000053016.9	7231	-	ENSMUSG00000048349.9	protein_coding
chr14	103346800	103346800	ENSMUST00000159855.7	3183	-	ENSMUSG00000033004.15	protein_coding
chr14	103099566	103099566	ENSMUST00000144141.7	3394	-	ENSMUSG00000022124.15	protein_coding
chr14	103099554	103099554	ENSMUST00000022720.14	3495	-	ENSMUSG00000022124.15	protein_coding
chr14	103099506	103099506	ENSMUST00000226952.1	3640	-	ENSMUSG00000022124.15	processed_transcript
chr14	103098999	103098999	ENSMUST00000145693.7	2470	-	ENSMUSG00000022124.15	protein_coding
chr14	103098975	103098975	ENSMUST00000132004.7	2497	-	ENSMUSG00000022124.15	protein_coding
chr14	101640686	101640686	ENSMUST00000100339.8	376	-	ENSMUSG00000075486.10	protein_coding
chr14	101640457	101640457	ENSMUST00000168587.2	4642	-	ENSMUSG00000075486.10	protein_coding
chr14	99046134	99046134	ENSMUST00000228445.1	1964	-	ENSMUSG00000033186.9	processed_transcript
chr14	99046120	99046120	ENSMUST00000042662.9	1979	-	ENSMUSG00000033186.9	protein_coding
chr14	99046093	99046093	ENSMUST00000227948.1	2061	-	ENSMUSG00000033186.9	protein_coding
chr14	99045952	99045952	ENSMUST00000227197.1	2128	-	ENSMUSG00000033186.9	processed_transcript
chr14	87141224	87141224	ENSMUST00000168889.2	2421	-	ENSMUSG00000022021.14	protein_coding
chr14	87141164	87141164	ENSMUST00000226492.1	2606	-	ENSMUSG00000022021.14	processed_transcript
chr14	87141143	87141143	ENSMUST00000226134.1	2643	-	ENSMUSG00000022021.14	processed_transcript
chr14	79481520	79481520	ENSMUST00000022601.6	2333	-	ENSMUSG00000022023.6	protein_coding
chr14	79390778	79390778	ENSMUST00000022597.14	1350	-	ENSMUSG00000022020.15	protein_coding
chr14	79301645	79301645	ENSMUST00000022595.7	7240	-	ENSMUSG00000022018.7	protein_coding
chr14	76110760	76110760	ENSMUST00000022585.4	1152	-	ENSMUSG00000022008.4	protein_coding
chr14	76010865	76010865	ENSMUST00000088922.4	2628	-	ENSMUSG00000067995.4	protein_coding
chr14	75787037	75787037	ENSMUST00000022580.7	8671	-	ENSMUSG00000022003.7	protein_coding
chr14	75787007	75787007	ENSMUST00000227894.1	9115	-	ENSMUSG00000022003.7	protein_coding
chr14	75787005	75787005	ENSMUST00000228528.1	9129	-	ENSMUSG00000022003.7	processed_transcript
chr14	75754517	75754517	ENSMUST00000227473.1	4771	-	ENSMUSG00000034893.8	protein_coding
chr14	75754493	75754493	ENSMUST00000049168.7	4818	-	ENSMUSG00000034893.8	protein_coding
chr14	75130881	75130881	ENSMUST00000022574.4	135	-	ENSMUSG00000021997.4	protein_coding
chr14	74947876	74947876	ENSMUST00000228252.1	882	-	ENSMUSG00000068015.8	protein_coding
chr14	74947866	74947866	ENSMUST00000088970.6	904	-	ENSMUSG00000068015.8	protein_coding
chr14	73525211	73525211	ENSMUST00000226903.1	1423	-	ENSMUSG00000033405.4	processed_transcript
chr14	73385289	73385289	ENSMUST00000022704.8	8511	-	ENSMUSG00000022108.8	protein_coding
chr14	73385198	73385198	ENSMUST00000228637.1	9051	-	ENSMUSG00000022108.8	protein_coding
chr14	73325822	73325822	ENSMUST00000022701.6	1703	-	ENSMUSG00000022105.6	protein_coding
chr14	72710003	72710003	ENSMUST00000089017.11	1476	-	ENSMUSG00000033487.14	protein_coding
chr14	70766554	70766554	ENSMUST00000022696.7	995	-	ENSMUSG00000022100.14	protein_coding
chr14	70766552	70766552	ENSMUST00000226448.1	992	-	ENSMUSG00000022100.14	protein_coding
chr14	70708035	70708035	ENSMUST00000228346.1	270	-	ENSMUSG00000022100.14	protein_coding
chr14	70635978	70635978	ENSMUST00000228295.1	256	-	ENSMUSG00000022099.17	protein_coding
chr14	70626155	70626155	ENSMUST00000226543.1	1160	-	ENSMUSG00000022099.17	protein_coding
chr14	70618545	70618545	ENSMUST00000228001.1	441	-	ENSMUSG00000022099.17	protein_coding
chr14	70520188	70520188	ENSMUST00000022693.8	952	-	ENSMUSG00000022098.10	protein_coding
chr14	70443447	70443447	ENSMUST00000000793.12	1400	-	ENSMUSG00000000776.13	protein_coding
chr14	70443290	70443290	ENSMUST00000180358.2	1755	-	ENSMUSG00000000776.13	protein_coding
chr14	70351425	70351425	ENSMUST00000022688.9	780	-	ENSMUSG00000022094.15	protein_coding
chr14	70289471	70289471	ENSMUST00000078434.7	1119	-	ENSMUSG00000022092.11	protein_coding
chr14	70289450	70289450	ENSMUST00000228265.1	1172	-	ENSMUSG00000022092.11	processed_transcript
chr14	70289277	70289277	ENSMUST00000228911.1	1223	-	ENSMUSG00000022092.11	protein_coding
chr14	70159502	70159502	ENSMUST00000058240.13	1494	-	ENSMUSG00000044551.13	protein_coding
chr14	70159502	70159502	ENSMUST00000153871.1	1494	-	ENSMUSG00000044551.13	protein_coding
chr14	70153811	70153811	ENSMUST00000035612.6	1712	-	ENSMUSG00000033712.6	protein_coding
chr14	69805636	69805636	ENSMUST00000022665.3	272	-	ENSMUSG00000022075.7	protein_coding
chr14	69732534	69732534	ENSMUST00000036381.9	1755	-	ENSMUSG00000034190.9	protein_coding
chr14	69707584	69707584	ENSMUST00000118374.7	1619	-	ENSMUSG00000034194.17	protein_coding
chr14	69707493	69707493	ENSMUST00000121142.3	1738	-	ENSMUSG00000034194.17	protein_coding
chr14	69707163	69707163	ENSMUST00000216152.1	159	-	ENSMUSG00000034194.17	protein_coding
chr14	69284982	69284982	ENSMUST00000183882.1	2385	-	ENSMUSG00000034248.7	protein_coding
chr14	67715681	67715681	ENSMUST00000124045.2	489	-	ENSMUSG00000048922.18	protein_coding
chr14	67072444	67072444	ENSMUST00000089230.6	3743	-	ENSMUSG00000022052.9	protein_coding
chr14	67072435	67072435	ENSMUST00000225380.1	3772	-	ENSMUSG00000022052.9	protein_coding
chr14	67008877	67008877	ENSMUST00000022634.8	3907	-	ENSMUSG00000022051.15	protein_coding
chr14	67008856	67008856	ENSMUST00000111115.7	3997	-	ENSMUSG00000022051.15	protein_coding
chr14	67000508	67000508	ENSMUST00000142593.7	550	-	ENSMUSG00000022051.15	processed_transcript
chr14	66999905	66999905	ENSMUST00000151059.7	166	-	ENSMUSG00000022051.15	processed_transcript
chr14	66999725	66999725	ENSMUST00000135703.1	419	-	ENSMUSG00000022051.15	processed_transcript
chr14	66989841	66989841	ENSMUST00000138160.7	193	-	ENSMUSG00000022051.15	processed_transcript
chr14	66868688	66868688	ENSMUST00000022629.8	162	-	ENSMUSG00000022048.8	protein_coding
chr14	66281052	66281052	ENSMUST00000089250.8	3575	-	ENSMUSG00000059456.13	protein_coding
chr14	66280982	66280982	ENSMUST00000111121.1	4400	-	ENSMUSG00000059456.13	protein_coding
chr14	66124500	66124500	ENSMUST00000070515.1	256	-	ENSMUSG00000022040.8	protein_coding
chr14	65833994	65833994	ENSMUST00000022613.9	4573	-	ENSMUSG00000022034.10	protein_coding
chr14	65833908	65833908	ENSMUST00000225853.1	5627	-	ENSMUSG00000022034.10	protein_coding
chr14	65593075	65593075	ENSMUST00000022609.6	1994	-	ENSMUSG00000022031.6	protein_coding
chr14	65593052	65593052	ENSMUST00000225355.1	2110	-	ENSMUSG00000022031.6	protein_coding
chr14	65149855	65149855	ENSMUST00000223989.1	1566	-	ENSMUSG00000021978.9	processed_transcript
chr14	65098105	65098105	ENSMUST00000225633.1	4680	-	ENSMUSG00000021978.9	protein_coding
chr14	64949856	64949856	ENSMUST00000175744.7	2082	-	ENSMUSG00000021972.14	protein_coding
chr14	64949850	64949850	ENSMUST00000022544.13	2083	-	ENSMUSG00000021972.14	protein_coding
chr14	64949847	64949847	ENSMUST00000067843.9	2086	-	ENSMUSG00000021972.14	protein_coding
chr14	63543982	63543982	ENSMUST00000058679.6	2638	-	ENSMUSG00000035078.6	protein_coding
chr14	63177793	63177793	ENSMUST00000054963.9	1483	-	ENSMUSG00000021273.10	protein_coding
chr14	62761169	62761169	ENSMUST00000225250.1	22573	-	ENSMUSG00000035161.7	processed_transcript
chr14	62761112	62761112	ENSMUST00000053959.6	23356	-	ENSMUSG00000035161.7	protein_coding
chr14	62761112	62761112	ENSMUST00000223585.1	23356	-	ENSMUSG00000035161.7	protein_coding
chr14	61556758	61556758	ENSMUST00000100496.4	2202	-	ENSMUSG00000021930.14	protein_coding
chr14	61439874	61439874	ENSMUST00000022496.8	2793	-	ENSMUSG00000021929.9	protein_coding
chr14	61360439	61360439	ENSMUST00000022494.9	1162	-	ENSMUSG00000021928.9	protein_coding
chr14	60251507	60251507	ENSMUST00000041905.7	585	-	ENSMUSG00000114797.1	protein_coding
chr14	60251479	60251479	ENSMUST00000225311.1	816	-	ENSMUSG00000114797.1	protein_coding
chr14	60251445	60251445	ENSMUST00000225111.1	947	-	ENSMUSG00000114797.1	protein_coding
chr14	59597959	59597959	ENSMUST00000167100.8	2248	-	ENSMUSG00000021982.14	protein_coding
chr14	59597946	59597946	ENSMUST00000224968.1	2273	-	ENSMUSG00000021982.14	processed_transcript
chr14	59597944	59597944	ENSMUST00000056997.14	2273	-	ENSMUSG00000021982.14	protein_coding
chr14	59597944	59597944	ENSMUST00000171683.2	2273	-	ENSMUSG00000021982.14	protein_coding
chr14	59597939	59597939	ENSMUST00000225839.1	2301	-	ENSMUSG00000021982.14	protein_coding
chr14	59597836	59597836	ENSMUST00000022555.10	2515	-	ENSMUSG00000021982.14	protein_coding
chr14	59440884	59440884	ENSMUST00000161459.7	4862	-	ENSMUSG00000071350.12	protein_coding
chr14	59440875	59440875	ENSMUST00000111253.2	4969	-	ENSMUSG00000071350.12	protein_coding
chr14	59440873	59440873	ENSMUST00000160904.1	4986	-	ENSMUSG00000071350.12	processed_transcript
chr14	57999262	57999262	ENSMUST00000022543.9	3021	-	ENSMUSG00000021973.9	protein_coding
chr14	57999198	57999198	ENSMUST00000224984.1	3142	-	ENSMUSG00000021973.9	processed_transcript
chr14	57890276	57890276	ENSMUST00000089473.4	2297	-	ENSMUSG00000021969.8	protein_coding
chr14	57890222	57890222	ENSMUST00000226057.1	2382	-	ENSMUSG00000021969.8	protein_coding
chr14	57826185	57826185	ENSMUST00000225646.1	3672	-	ENSMUSG00000021965.3	processed_transcript
chr14	57826163	57826163	ENSMUST00000022536.2	3755	-	ENSMUSG00000021965.3	protein_coding
chr14	57826157	57826157	ENSMUST00000223726.1	3769	-	ENSMUSG00000021965.3	processed_transcript
chr14	57746123	57746123	ENSMUST00000022531.13	1121	-	ENSMUSG00000021959.16	protein_coding
chr14	57746105	57746105	ENSMUST00000173990.7	1124	-	ENSMUSG00000021959.16	protein_coding
chr14	57665430	57665430	ENSMUST00000174545.8	405	-	ENSMUSG00000021952.16	protein_coding
chr14	57664964	57664964	ENSMUST00000172539.7	2780	-	ENSMUSG00000021952.16	processed_transcript
chr14	57571612	57571612	ENSMUST00000022518.6	2628	-	ENSMUSG00000021951.6	protein_coding
chr14	57398529	57398529	ENSMUST00000022517.8	1403	-	ENSMUSG00000021947.11	protein_coding
chr14	57398511	57398511	ENSMUST00000223986.1	1472	-	ENSMUSG00000021947.11	processed_transcript
chr14	57398496	57398496	ENSMUST00000225765.1	1473	-	ENSMUSG00000021947.11	processed_transcript
chr14	57398456	57398456	ENSMUST00000224292.1	1501	-	ENSMUSG00000021947.11	processed_transcript
chr14	56811716	56811716	ENSMUST00000039812.15	1841	-	ENSMUSG00000040123.17	protein_coding
chr14	56811633	56811633	ENSMUST00000224498.1	2380	-	ENSMUSG00000040123.17	processed_transcript
chr14	56811464	56811464	ENSMUST00000173954.2	4243	-	ENSMUSG00000040123.17	protein_coding
chr14	56778316	56778316	ENSMUST00000022507.12	1517	-	ENSMUSG00000021938.12	protein_coding
chr14	56778316	56778316	ENSMUST00000163924.1	1517	-	ENSMUSG00000021938.12	protein_coding
chr14	56575425	56575425	ENSMUST00000224748.1	608	-	ENSMUSG00000064128.8	processed_transcript
chr14	56575382	56575382	ENSMUST00000225951.1	603	-	ENSMUSG00000064128.8	protein_coding
chr14	56571846	56571846	ENSMUST00000065302.7	934	-	ENSMUSG00000064128.8	protein_coding
chr14	55884392	55884392	ENSMUST00000063871.12	170	-	ENSMUSG00000040380.14	protein_coding
chr14	55884232	55884232	ENSMUST00000172378.1	175	-	ENSMUSG00000040380.14	protein_coding
chr14	55788865	55788865	ENSMUST00000022830.13	9926	-	ENSMUSG00000022221.14	protein_coding
chr14	55788857	55788857	ENSMUST00000178399.2	9969	-	ENSMUSG00000022221.14	protein_coding
chr14	55788788	55788788	ENSMUST00000226203.1	10155	-	ENSMUSG00000022221.14	processed_transcript
chr14	55788392	55788392	ENSMUST00000228326.1	190	-	ENSMUSG00000022221.14	protein_coding
chr14	55745690	55745690	ENSMUST00000002403.9	289	-	ENSMUSG00000002332.16	protein_coding
chr14	55722263	55722263	ENSMUST00000163889.2	2206	-	ENSMUSG00000040472.15	protein_coding
chr14	55722202	55722202	ENSMUST00000227061.1	2286	-	ENSMUSG00000040472.15	protein_coding
chr14	55722176	55722176	ENSMUST00000062861.14	2283	-	ENSMUSG00000040472.15	protein_coding
chr14	55722176	55722176	ENSMUST00000169237.7	2283	-	ENSMUSG00000040472.15	protein_coding
chr14	55713926	55713926	ENSMUST00000227958.1	340	-	ENSMUSG00000022218.16	protein_coding
chr14	55713494	55713494	ENSMUST00000178034.8	1150	-	ENSMUSG00000022218.16	protein_coding
chr14	55713492	55713492	ENSMUST00000228123.1	1150	-	ENSMUSG00000022218.16	protein_coding
chr14	55681820	55681820	ENSMUST00000007733.7	1587	-	ENSMUSG00000007589.9	protein_coding
chr14	55681804	55681804	ENSMUST00000227873.1	1669	-	ENSMUSG00000007589.9	protein_coding
chr14	55681775	55681775	ENSMUST00000226314.1	1749	-	ENSMUSG00000007589.9	protein_coding
chr14	55681745	55681745	ENSMUST00000227842.1	1864	-	ENSMUSG00000007589.9	protein_coding
chr14	55672124	55672124	ENSMUST00000010520.9	2671	-	ENSMUSG00000010376.15	protein_coding
chr14	55671877	55671877	ENSMUST00000228414.1	1601	-	ENSMUSG00000010376.15	processed_transcript
chr14	55671873	55671873	ENSMUST00000163750.7	1539	-	ENSMUSG00000010376.15	protein_coding
chr14	55660508	55660508	ENSMUST00000002400.6	1714	-	ENSMUSG00000002329.7	protein_coding
chr14	55643806	55643806	ENSMUST00000122358.7	207	-	ENSMUSG00000002320.15	protein_coding
chr14	55643771	55643771	ENSMUST00000138085.1	213	-	ENSMUSG00000002320.15	protein_coding
chr14	55643560	55643560	ENSMUST00000139313.1	2083	-	ENSMUSG00000002320.15	processed_transcript
chr14	55643340	55643340	ENSMUST00000002391.14	2246	-	ENSMUSG00000002320.15	protein_coding
chr14	55635684	55635684	ENSMUST00000047131.15	1359	-	ENSMUSG00000002319.16	protein_coding
chr14	55635569	55635569	ENSMUST00000125133.1	1337	-	ENSMUSG00000002319.16	protein_coding
chr14	55591113	55591113	ENSMUST00000159687.1	186	-	ENSMUSG00000079197.10	protein_coding
chr14	55591087	55591087	ENSMUST00000161807.7	217	-	ENSMUSG00000079197.10	protein_coding
chr14	55585302	55585302	ENSMUST00000022828.8	1449	-	ENSMUSG00000022217.14	protein_coding
chr14	55584946	55584946	ENSMUST00000174352.7	286	-	ENSMUSG00000022217.14	protein_coding
chr14	55106593	55106593	ENSMUST00000036041.14	786	-	ENSMUSG00000040701.16	protein_coding
chr14	55106508	55106508	ENSMUST00000144197.1	829	-	ENSMUSG00000040701.16	processed_transcript
chr14	55092324	55092324	ENSMUST00000036328.8	746	-	ENSMUSG00000040721.9	protein_coding
chr14	54913132	54913132	ENSMUST00000050772.9	374	-	ENSMUSG00000022199.12	protein_coding
chr14	54913132	54913132	ENSMUST00000231305.1	374	-	ENSMUSG00000022199.12	protein_coding
chr14	54913103	54913103	ENSMUST00000228119.2	390	-	ENSMUSG00000022199.12	protein_coding
chr14	54913098	54913098	ENSMUST00000228495.2	390	-	ENSMUSG00000022199.12	protein_coding
chr14	54864158	54864158	ENSMUST00000142283.3	3992	-	ENSMUSG00000057156.10	protein_coding
chr14	54781930	54781930	ENSMUST00000022787.7	1127	-	ENSMUSG00000022180.7	protein_coding
chr14	54686931	54686931	ENSMUST00000022793.14	326	-	ENSMUSG00000022185.19	protein_coding
chr14	54686633	54686633	ENSMUST00000134808.8	4775	-	ENSMUSG00000022185.19	processed_transcript
chr14	54686616	54686616	ENSMUST00000147714.7	4794	-	ENSMUSG00000022185.19	protein_coding
chr14	54653682	54653682	ENSMUST00000150371.7	729	-	ENSMUSG00000022185.19	protein_coding
chr14	54653681	54653681	ENSMUST00000136909.7	740	-	ENSMUSG00000022185.19	processed_transcript
chr14	54653681	54653681	ENSMUST00000137763.1	740	-	ENSMUSG00000022185.19	processed_transcript
chr14	54653667	54653667	ENSMUST00000141453.7	770	-	ENSMUSG00000022185.19	protein_coding
chr14	54653616	54653616	ENSMUST00000126166.7	787	-	ENSMUSG00000022185.19	protein_coding
chr14	54653239	54653239	ENSMUST00000167015.7	143	-	ENSMUSG00000022185.19	protein_coding
chr14	54644210	54644210	ENSMUST00000138321.1	139	-	ENSMUSG00000022185.19	protein_coding
chr14	54618022	54618022	ENSMUST00000022803.5	1023	-	ENSMUSG00000022193.7	protein_coding
